1.92592,6643056
1.74474,6031095
1.83723,6374450
1.8456,6462115
1.68169,5891465
1.64847,5746789
1.41574,4987046
1.11219,3857198
0.99312,3428045
0.623179,2153138
0.338747,1211300
0.0674221,249416
0.00560408,21340
0.000970576,3828
0.000479397,1882
6.9375e-05,312
2.0135e-05,97
9.36e-06,47
3.595e-06,17
