7.57507,6678336
7.48464,6651966
7.4528,6643487
7.21749,6586799
6.46179,6161967
5.17751,5136417
4.13301,4275488
1.61331,1775084
0.735985,836060
0.624377,677929
0.582499,657419
0.605485,644044
0.107529,127513
0.0395228,50579
0.00211709,3087
0.000997431,1352
0.000168898,352
1.0011e-05,27
1.321e-06,3
