2.05332,8846872
1.31412,5572088
1.27966,5368756
1.09073,4439002
0.947848,3797716
1.30454,5279786
0.127249,532267
0.254442,1101965
0.225322,980224
0.0403671,171961
0.053565,239862
0.0443143,197631
0.00536073,25557
0.00057042,3071
0.000270166,1346
4.5628e-05,250
2.5119e-05,137
3.603e-06,19
